ts_code,name,management,custodian,fund_type,found_date,benchmark
006535.OF,恒生前海恒锦裕利A,恒生前海基金,中国农业银行,混合型,20190320,中证全债指数收益率*70%+中证高股息精选指数收益率*15%+恒生高股息率指数收益率*10%+金融机构人民币活期存款基准利率(税后)*5%
006536.OF,恒生前海恒锦裕利C,恒生前海基金,中国农业银行,混合型,20190320,中证全债指数收益率*70%+中证高股息精选指数收益率*15%+恒生高股息率指数收益率*10%+金融机构人民币活期存款基准利率(税后)*5%
006966.OF,财通安瑞短债C,财通基金,中国工商银行,债券型,20190320,中债综合财富(1年以下)指数收益率*80%+银行活期存款利率(税后)*20%
006398.OF,宝盈祥颐定开A,宝盈基金,中国银行,混合型,20190320,中证全债指数收益率*70%+沪深300指数收益率*30%
005816.OF,国泰农惠定期开放,国泰基金,中国农业银行,债券型,20190320,中证综合债指数收益率
160925.SZ,沪深港300LOF,大成基金,中国农业银行,股票型,20190320,中华交易服务沪深港300指数(人民币)收益率*95%+人民币活期存款利率(税后)*5%
006965.OF,财通安瑞短债A,财通基金,中国工商银行,债券型,20190320,中债综合财富(1年以下)指数收益率*80%+银行活期存款利率(税后)*20%
006781.OF,汇丰晋信港股通精选,汇丰晋信基金,交通银行,股票型,20190320,中证港股通综合指数收益率*90%+同业存款利率(税后)*10%
006399.OF,宝盈祥颐定开C,宝盈基金,中国银行,混合型,20190320,中证全债指数收益率*70%+沪深300指数收益率*30%
006975.OF,金鹰鑫日享C,金鹰基金,中国民生银行,债券型,20190320,中债综合(全价)指数收益率*80%+一年期定期存款利率(税后)*20%
006849.OF,博时中债5-10年农发行C,博时基金,中国工商银行,债券型,20190320,中债-5-10年农发行债券指数收益率*95%+银行活期存款利率(税后)*5%
006624.OF,中泰玉衡价值优选A,中泰资管,招商银行,混合型,20190320,中证800指数收益率*60%+中债综合指数收益率*40%
006974.OF,金鹰鑫日享A,金鹰基金,中国民生银行,债券型,20190320,中债综合(全价)指数收益率*80%+一年期定期存款利率(税后)*20%
006848.OF,博时中债5-10年农发行A,博时基金,中国工商银行,债券型,20190320,中债-5-10年农发行债券指数收益率*95%+银行活期存款利率(税后)*5%
007070.OF,博时颐泽稳健养老一年A,博时基金,中国工商银行,混合型,20190320,中证债券型基金指数收益率*75%+中证股票型基金指数收益率*20%+银行活期存款利率(税后)*5%
006899.OF,天弘弘丰增强回报C,天弘基金,交通银行,债券型,20190320,中债综合全价指数收益率*80%+沪深300指数收益率*20%
007071.OF,博时颐泽稳健养老一年C,博时基金,中国工商银行,混合型,20190320,中证债券型基金指数收益率*75%+中证股票型基金指数收益率*20%+银行活期存款利率(税后)*5%
006898.OF,天弘弘丰增强回报A,天弘基金,交通银行,债券型,20190320,中债综合全价指数收益率*80%+沪深300指数收益率*20%
007028.OF,易方达中证500ETF联接A,易方达基金,中国工商银行,股票型,20190320,中证500指数收益率*95%+活期存款利率(税后)*5%
006431.OF,汇安鼎利纯债A,汇安基金,中国工商银行,债券型,20190320,中债综合指数收益率
006432.OF,汇安鼎利纯债C,汇安基金,中国工商银行,债券型,20190320,中债综合指数收益率
007029.OF,易方达中证500ETF联接C,易方达基金,中国工商银行,股票型,20190320,中证500指数收益率*95%+活期存款利率(税后)*5%
006744.OF,中融央视财经50ETF联接C,中融基金,中国银行,股票型,20190320,央视财经50指数收益率*95%+银行活期存款利率(税后)*5%
159965.SZ,央视50ETF,中融基金,中国银行,股票型,20190319,央视财经50指数收益率
006365.OF,招商丰韵C,招商基金,中国工商银行,混合型,20190319,沪深300指数收益率*50%+中证全债指数收益率*40%+恒生指数收益率*10%
000006.OF,西部利得量化成长A,西部利得基金,中国农业银行,混合型,20190319,中证500指数收益率*75%+同期银行活期存款利率(税后)*25%
512380.SH,MSCI中国ETF,银华基金,中国工商银行,股票型,20190319,MSCI中国A股人民币指数收益率
006364.OF,招商丰韵A,招商基金,中国工商银行,混合型,20190319,沪深300指数收益率*50%+中证全债指数收益率*40%+恒生指数收益率*10%
004960.OF,平安合泰定期开放,平安基金,中国银行,债券型,20190319,中债综合指数(总财富)收益率
007034.OF,中科沃土沃安中短期利率C,中科沃土基金,广州农商银行,债券型,20190318,中债1-3年政策性金融债指数收益率
007115.OF,金元顺安桉盛C,金元顺安基金,宁波银行,债券型,20190316,中债综合指数收益率
006961.OF,南方7-10年国开债A,南方基金,中国邮政储蓄银行,债券型,20190315,中债-7-10年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%
006947.OF,华宝中短债A,华宝基金,中国工商银行,债券型,20190315,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%
006955.OF,国泰惠富纯债,国泰基金,华夏银行,债券型,20190315,中证综合债指数收益率
006948.OF,华宝中短债C,华宝基金,中国工商银行,债券型,20190315,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%
007100.OF,中银稳健添利E,中银基金,招商银行,债券型,20190315,中国债券综合全价指数
159964.SZ,平安创业板ETF,平安基金,中国银行,股票型,20190315,创业板指数收益率
006962.OF,南方7-10年国开债C,南方基金,中国邮政储蓄银行,债券型,20190315,中债-7-10年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%
006207.OF,泰康裕泰A,泰康资产,招商银行,债券型,20190314,中债新综合财富(总值)指数收益率*85%+沪深300指数收益率*5%+恒生指数收益率*5%+金融机构人民币活期存款利率(税后)*5%
006208.OF,泰康裕泰C,泰康资产,招商银行,债券型,20190314,中债新综合财富(总值)指数收益率*85%+沪深300指数收益率*5%+恒生指数收益率*5%+金融机构人民币活期存款利率(税后)*5%
006871.OF,广发景和中短债C,广发基金,中国银行,债券型,20190314,中债新综合财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%
007089.OF,国投瑞银中证500量化增强C,国投瑞银基金,中国农业银行,股票型,20190314,中证500指数收益率*95%+商业银行活期存款利率(税前)*5%
006870.OF,广发景和中短债A,广发基金,中国银行,债券型,20190314,中债新综合财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%
006925.OF,永赢中债-1-3政策金融债,永赢基金,江苏银行,债券型,20190314,中债-1-3年政策性金融债指数收益率*95%+银行人民币活期存款利率(税后)*5%
006923.OF,前海开源沪港深非周期A,前海开源基金,中国农业银行,股票型,20190313,恒生指数收益率*80%+中证全债指数收益率*20%
007001.OF,鹏华1-3年国开债C,鹏华基金,江苏银行,债券型,20190313,中债-1-3年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%
007000.OF,鹏华1-3年国开债A,鹏华基金,江苏银行,债券型,20190313,中债-1-3年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%
006924.OF,前海开源沪港深非周期C,前海开源基金,中国农业银行,股票型,20190313,恒生指数收益率*80%+中证全债指数收益率*20%
006701.OF,红土创新稳健C,红土创新基金,中国工商银行,混合型,20190313,中证全债指数收益率*70%+沪深300指数收益率*30%
006700.OF,红土创新稳健A,红土创新基金,中国工商银行,混合型,20190313,中证全债指数收益率*70%+沪深300指数收益率*30%
006704.OF,易方达MSCI中国A股国际通ETF联接A,易方达基金,中国银行,股票型,20190313,MSCI中国A股国际通指数收益率*95%+银行活期存款利率(税后)*5%
006705.OF,易方达MSCI中国A股国际通ETF联接C,易方达基金,中国银行,股票型,20190313,MSCI中国A股国际通指数收益率*95%+银行活期存款利率(税后)*5%
006167.OF,德邦乐享生活A,德邦基金,交通银行,混合型,20190313,中债综合全价指数收益率*40%+中证健康产业指数收益率*20%+中证内地消费主题指数收益率*20%+中证中游制造产业指数收益率*20%
006168.OF,德邦乐享生活C,德邦基金,交通银行,混合型,20190313,中债综合全价指数收益率*40%+中证健康产业指数收益率*20%+中证内地消费主题指数收益率*20%+中证中游制造产业指数收益率*20%
006921.OF,南方智诚,南方基金,中国银行,混合型,20190312,沪深300指数收益率*50%+上证国债指数收益率*30%+中证港股通综合指数(人民币)收益率*20%
006958.OF,鹏华永融一年定开,鹏华基金,交通银行,债券型,20190312,中债综合财富(总值)指数收益率*80%+一年期定期存款利率(税后)*20%
006218.OF,富国生物医药科技A,富国基金,中国建设银行,混合型,20190312,中证医药卫生指数收益率*40%+恒生医疗保健指数收益率(经汇率调整后)*40%+中证全债指数收益率*20%
006985.OF,兴全恒裕A,兴证全球基金,兴业银行,债券型,20190312,中证全债指数收益率
006122.OF,华安低碳生活A,华安基金,中国建设银行,混合型,20190312,中证800指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率*10%
007096.OF,大成沪深300C,大成基金,中国农业银行,股票型,20190311,沪深300指数
007073.OF,海富通中高等级短融券C,海富通基金,杭州银行,债券型,20190311,上海清算所中高等级短期融资券指数收益率*95%+银行人民币活期存款利率(税后)*5%
007099.OF,安信尊享添益C,安信基金,交通银行,债券型,20190309,中债总指数(全价)收益率
006989.OF,建信中短债纯债A,建信基金,中国农业银行,债券型,20190308,中债新综合财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%
006990.OF,建信中短债纯债C,建信基金,中国农业银行,债券型,20190308,中债新综合财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%
007085.OF,招商瑞庆C,招商基金,中国建设银行,混合型,20190308,中证全债指数收益率*80%+沪深300指数收益率*20%
007075.OF,富国产业债C,富国基金,中国工商银行,债券型,20190308,中债综合指数
006121.OF,华安双核驱动A,华安基金,中国银行,混合型,20190308,中证800指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率*10%
006780.OF,广发稳健策略,广发基金,中国农业银行,混合型,20190307,沪深300指数收益率*60%+中证全债指数收益率*25%+人民币计价的恒生综合指数收益率*15%
006771.OF,永赢合益,永赢基金,浦发银行,债券型,20190307,中国债券综合全价指数收益率
006750.OF,富国德利纯债定开,富国基金,中国民生银行,债券型,20190307,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%
006941.OF,国泰惠盈纯债,国泰基金,华夏银行,债券型,20190307,中证综合债指数收益率
006826.OF,华宝宝裕纯债A,华宝基金,交通银行,债券型,20190307,中证综合债指数收益率
159962.SZ,四川ETF,华夏基金,中国建设银行,股票型,20190306,中证四川国企改革指数收益率
006307.OF,嘉实养老2040五年,嘉实基金,中国银行,混合型,20190306,中证800指数收益率*60.35%+中债总财富指数收益率*39.65%
003297.OF,招商双债增强E,招商基金,中国农业银行,债券型,20190306,中债综合指数收益率*60%+天相可转债指数收益率*40%
007011.OF,国寿安保1-3年国开债C,国寿安保基金,兴业银行,债券型,20190306,中债-1-3年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%
007010.OF,国寿安保1-3年国开债A,国寿安保基金,兴业银行,债券型,20190306,中债-1-3年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%
006986.OF,平安季添盈三个月A,平安基金,平安银行,债券型,20190305,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%
006874.OF,创金合信恒兴中短债A,创金合信基金,交通银行,债券型,20190305,中债总财富(1-3年)指数收益率*90%+一年期定期存款利率(税后)*10%
006818.OF,安信盈利驱动A,安信基金,中国银行,股票型,20190305,沪深300指数收益率*80%+中证综合债券指数收益率*20%
006868.OF,华夏科技成长,华夏基金,中国银行,股票型,20190305,中证TMT产业主题指数收益率*70%+中证港股通TMT主题指数收益率*20%+上证国债指数收益率*10%
006875.OF,创金合信恒兴中短债C,创金合信基金,交通银行,债券型,20190305,中债总财富(1-3年)指数收益率*90%+一年期定期存款利率(税后)*10%
006819.OF,安信盈利驱动C,安信基金,中国银行,股票型,20190305,沪深300指数收益率*80%+中证综合债券指数收益率*20%
006987.OF,平安季添盈三个月C,平安基金,平安银行,债券型,20190305,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%
006988.OF,平安季添盈三个月E,平安基金,平安银行,债券型,20190305,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%
007072.OF,民生加银鑫福C,民生加银基金,中国建设银行,混合型,20190304,中证国债指数收益率*70%+沪深300指数收益率*30%
006714.OF,博时富源纯债,博时基金,中国光大银行,债券型,20190304,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%
002457.OF,招商安元灵活配置C,招商基金,中国银行,混合型,20190302,沪深300指数收益率*50%+中债综合指数收益率*50%
006915.OF,南方亨元A,南方基金,徽商银行,债券型,20190301,中债综合指数收益率
006916.OF,南方亨元C,南方基金,徽商银行,债券型,20190301,中债综合指数收益率
006993.OF,鑫元承利三个月定开,鑫元基金,兴业银行,债券型,20190301,中证全债指数收益率
006603.OF,嘉实互融精选,嘉实基金,中国工商银行,股票型,20190228,沪深300指数收益率*45%+恒生指数收益率*45%+中债综合财富指数收益率*10%
006229.OF,中欧医疗创新C,中欧基金,中国工商银行,股票型,20190228,中证医药卫生指数收益率*60%+恒生指数收益率*20%+中债综合指数收益率*20%
006228.OF,中欧医疗创新A,中欧基金,中国工商银行,股票型,20190228,中证医药卫生指数收益率*60%+恒生指数收益率*20%+中债综合指数收益率*20%
006523.OF,财通新兴蓝筹C,财通基金,中国工商银行,混合型,20190228,沪深300指数收益率*75%+上证国债指数收益率*25%
006522.OF,财通新兴蓝筹A,财通基金,中国工商银行,混合型,20190228,沪深300指数收益率*75%+上证国债指数收益率*25%
006600.OF,人保沪深300,人保资产,交通银行,股票型,20190228,沪深300指数收益率*95%+银行活期存款利率(税后)*5%
001900.OF,诺安精选价值,诺安基金,中国工商银行,混合型,20190228,沪深300指数收益率*50%+恒生指数收益率*30%+中债综合财富指数收益率*20%
001783.OF,兴银合盈A,兴银基金,兴业银行,债券型,20190227,中债综合全价(总值)指数收益率
001784.OF,兴银合盈C,兴银基金,兴业银行,债券型,20190227,中债综合全价(总值)指数收益率
007039.OF,前海联合沪深300C,新疆前海联合基金,中国工商银行,股票型,20190226,沪深300指数收益率*95%+银行活期存款利率(税后)*5%
006742.OF,南方臻元,南方基金,南京银行,债券型,20190226,中债综合指数收益率
007043.OF,前海联合泓鑫C,新疆前海联合基金,南京银行,混合型,20190226,沪深300指数收益率*50%+中债综合全价指数收益率*50%
501002.OF,长信价值优选,长信基金,国泰君安,混合型,20190226,沪深300指数收益率*75%+中证综合债券指数收益率*25%
007041.OF,前海联合泳涛C,新疆前海联合基金,招商证券,混合型,20190225,沪深300指数收益率*50%+中债综合全价指数收益率*50%
006783.OF,红土创新中证500指数增强A,红土创新基金,招商银行,股票型,20190225,中证500指数收益率*95%+一年期人民币定期存款利率(税后)*5%
007042.OF,前海联合泳隽C,新疆前海联合基金,浙商银行,混合型,20190225,沪深300指数收益率*50%+中债综合全价指数收益率*50%
006932.OF,平安0-3年期政策性金融债A,平安基金,兴业银行,债券型,20190225,中证政策性金融债1-3年指数收益率*90%+1年期定期存款利率(税后)*10%
006913.OF,南方华元A,南方基金,兴业银行,债券型,20190225,中债综合指数收益率
006933.OF,平安0-3年期政策性金融债C,平安基金,兴业银行,债券型,20190225,中证政策性金融债1-3年指数收益率*90%+1年期定期存款利率(税后)*10%
007020.OF,华安添鑫中短债C,华安基金,中国银行,债券型,20190225,中债总财富(1-3年)指数收益率
006914.OF,南方华元C,南方基金,兴业银行,债券型,20190225,中债综合指数收益率
006784.OF,红土创新中证500指数增强C,红土创新基金,招商银行,股票型,20190225,中证500指数收益率*95%+一年期人民币定期存款利率(税后)*5%
007040.OF,前海联合泳隆C,新疆前海联合基金,宁波银行,混合型,20190222,沪深300指数收益率*50%+中债综合全价指数收益率*50%
006884.OF,汇添富AAA级信用纯债A,汇添富基金,中国工商银行,债券型,20190222,中债高信用等级债券财富指数收益率*90%+银行活期存款利率(税后)*10%
006885.OF,汇添富AAA级信用纯债C,汇添富基金,中国工商银行,债券型,20190222,中债高信用等级债券财富指数收益率*90%+银行活期存款利率(税后)*10%
006785.OF,东方量化多策略A,东方基金,中国农业银行,混合型,20190222,沪深300指数收益率*95%+商业银行活期存款利率(税后)*5%
006796.OF,富国消费升级A,富国基金,中国银行,混合型,20190220,申银万国消费品指数收益率*30%+中证港股通大消费主题指数收益率*30%+中证沪深港1100TMT指数收益率*20%+中债综合全价(总值)指数收益率*20%
006903.OF,长盛安鑫中短债C,长盛基金,中国工商银行,债券型,20190220,中债综合财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%
006919.OF,国寿安保泰和纯债,国寿安保基金,中国民生银行,债券型,20190220,中债综合(全价)指数收益率
006902.OF,长盛安鑫中短债A,长盛基金,中国工商银行,债券型,20190220,中债综合财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%
007046.OF,方正富邦创新动力C,方正富邦基金,中国建设银行,混合型,20190220,沪深300指数收益率*80%+中证全债指数收益率*20%
006803.OF,嘉实互通精选,嘉实基金,中国农业银行,股票型,20190220,沪深300指数收益率*50%+恒生指数收益率*40%+中债综合财富指数收益率*10%
006867.OF,易方达丰华C,易方达基金,招商银行,债券型,20190219,中债总指数收益率*90%+沪深300指数收益率*10%
007048.OF,平安安心灵活配置C,平安基金,中国银行,混合型,20190219,沪深300指数收益率*50%+中证全债指数收益率*50%
007049.OF,平安鑫安E,平安基金,中国银行,混合型,20190219,中证全债指数收益率*60%+沪深300指数收益率*40%
006490.OF,招商添裕纯债C,招商基金,交通银行,债券型,20190213,中证全债指数收益率
006489.OF,招商添裕纯债A,招商基金,交通银行,债券型,20190213,中证全债指数收益率
006227.OF,华宝科技先锋A,华宝基金,中国银行,混合型,20190213,中证TMT产业主题指数收益率*70%+人民币银行活期存款利率(税后)*30%
006447.OF,华夏海外聚享A美元现钞,华夏基金,中国银行,混合型,20190212,(美国10年期国债收益率+1.5%)*70%+摩根士丹利资本国际全球指数(MSCI All Country World Index)收益率*30%
006448.OF,华夏海外聚享C,华夏基金,中国银行,混合型,20190212,(美国10年期国债收益率+1.5%)*70%+摩根士丹利资本国际全球指数(MSCI All Country World Index)收益率*30%
006254.OF,长城久悦A,长城基金,中国银行,债券型,20190212,中债综合财富指数收益率*90%+沪深300指数收益率*10%
006446.OF,华夏海外聚享A美元现汇,华夏基金,中国银行,混合型,20190212,(美国10年期国债收益率+1.5%)*70%+摩根士丹利资本国际全球指数(MSCI All Country World Index)收益率*30%
006445.OF,华夏海外聚享A,华夏基金,中国银行,混合型,20190212,(美国10年期国债收益率+1.5%)*70%+摩根士丹利资本国际全球指数(MSCI All Country World Index)收益率*30%
006316.OF,平安惠诚纯债,平安基金,浙商银行,债券型,20190131,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%
006696.OF,汇添富研究优选灵活配置,汇添富基金,招商银行,混合型,20190131,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%
501070.SH,广发睿阳,广发基金,中国工商银行,混合型,20190131,中证800指数收益率*65%+中证全债指数收益率*35%
006889.OF,平安惠鸿纯债,平安基金,徽商银行,债券型,20190131,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%
006693.OF,金信消费升级C,金信基金,中国工商银行,股票型,20190131,中证内地消费主题指数收益率*80%+中证综合债指数收益率*20%
006581.OF,建信优享稳健养老一年,建信基金,中国农业银行,混合型,20190131,中债综合指数收益率*80%+中证800指数收益率*20%
005914.OF,景顺长城智能生活,景顺长城基金,中国农业银行,混合型,20190131,中证800指数收益率*50%+恒生指数收益率*30%+中国债券总指数收益率*20%
006692.OF,金信消费升级A,金信基金,中国工商银行,股票型,20190131,中证内地消费主题指数收益率*80%+中证综合债指数收益率*20%
006934.OF,平安3-5年期政策性金融债A,平安基金,徽商银行,债券型,20190131,中证政策性金融债3-5年指数收益率*90%+1年期定期存款利率(税后)*10%
006935.OF,平安3-5年期政策性金融债C,平安基金,徽商银行,债券型,20190131,中证政策性金融债3-5年指数收益率*90%+1年期定期存款利率(税后)*10%
501063.SH,添富悦享,汇添富基金,中国建设银行,混合型,20190131,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合财富指数收益率*20%
006650.OF,招商安庆,招商基金,中国建设银行,债券型,20190131,中债综合指数收益率*80%+沪深300指数收益率*20%
006835.OF,工银瑞信尊享短债C,工银瑞信基金,中国光大银行,债券型,20190130,中债-综合财富(1年以下)指数收益率
006858.OF,蜂巢卓睿灵活C,蜂巢基金,广发证券,混合型,20190130,中证800指数收益率*55%+中证全债指数收益率*45%
006857.OF,蜂巢卓睿灵活A,蜂巢基金,广发证券,混合型,20190130,中证800指数收益率*55%+中证全债指数收益率*45%
005425.OF,民生加银睿通3个月,民生加银基金,交通银行,债券型,20190130,中国债券综合指数收益率
006602.OF,国融融泰C,国融基金,江苏银行,混合型,20190130,上证国债指数收益率*60%+沪深300指数收益率*40%
006644.OF,弘毅远方消费升级A,弘毅远方基金,广发证券,混合型,20190130,沪深300指数收益率*70%+上证国债指数收益率*25%+恒生指数收益率(使用估值汇率折算)*5%
006601.OF,国融融泰A,国融基金,江苏银行,混合型,20190130,上证国债指数收益率*60%+沪深300指数收益率*40%
005850.OF,财通量化价值优选,财通基金,中国光大银行,混合型,20190130,沪深300指数收益率*75%+上证国债指数收益率*25%
006392.OF,中信保诚创新成长A,中信保诚基金,中国建设银行,混合型,20190130,沪深300指数收益率*40%+中证综合债指数收益率*40%+恒生指数收益率*20%
006105.OF,泰达宏利印度,泰达宏利基金,中国农业银行,股票型,20190130,MSCI印度指数收益率(经人民币汇率调整)*90%+人民币活期存款利率(税后)*10%
006834.OF,工银瑞信尊享短债A,工银瑞信基金,中国光大银行,债券型,20190130,中债-综合财富(1年以下)指数收益率
006014.OF,易方达鑫转招利C,易方达基金,招商银行,混合型,20190129,中债新综合指数收益率*60%+中证可转换债券指数收益率*20%+沪深300指数收益率*15%+金融机构人民币活期存款基准利率(税后)*5%
006250.OF,上投摩根动力精选A,上投摩根基金,中国银行,混合型,20190129,中证800指数收益率*80%+中债总指数收益率*20%
006929.OF,博时富融纯债,博时基金,徽商银行,债券型,20190129,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%
006949.OF,前海开源乾利3个月定开,前海开源基金,交通银行,债券型,20190129,中债综合指数收益率
006720.OF,平安核心优势A,平安基金,中国工商银行,混合型,20190129,沪深300指数收益率*60%+中证全债指数收益率*25%+恒生综合指数收益率*15%
006721.OF,平安核心优势C,平安基金,中国工商银行,混合型,20190129,沪深300指数收益率*60%+中证全债指数收益率*25%+恒生综合指数收益率*15%
512590.SH,高股息ETF,浦银安盛基金,交通银行,股票型,20190129,中证高股息精选指数收益率
006928.OF,长城创业板指数增强C,长城基金,中国工商银行,股票型,20190129,创业板指数收益率*95%+银行活期存款利率(税后)*5%
006907.OF,银华安鑫短债A,银华基金,中国建设银行,债券型,20190129,中债新综合全价(1年以下)指数收益率
005514.OF,南华瑞恒中短债C,南华基金,中国银行,债券型,20190129,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%
006813.OF,博时汇悦回报,博时基金,中国银行,混合型,20190129,沪深300指数收益率*55%+中债综合财富(总值)指数收益率*35%+恒生综合指数收益率*10%
006908.OF,银华安鑫短债C,银华基金,中国建设银行,债券型,20190129,中债新综合全价(1年以下)指数收益率
005513.OF,南华瑞恒中短债A,南华基金,中国银行,债券型,20190129,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%
006051.OF,鹏扬核心价值A,鹏扬基金,招商银行,混合型,20190129,中证800指数收益率*70%+中债综合财富(总值)指数收益率*20%+恒生指数收益率*10%
006556.OF,海富通研究精选C,海富通基金,中国工商银行,混合型,20190129,中证800指数收益率*80%+上证国债指数收益率*20%
006555.OF,浦银安盛全球智能科技A,浦银安盛基金,招商银行,股票型,20190129,MSCI All Country World Index(MSCI ACWI 指数)总收益
006557.OF,海富通研究精选A,海富通基金,中国工商银行,混合型,20190129,中证800指数收益率*80%+上证国债指数收益率*20%
006052.OF,鹏扬核心价值C,鹏扬基金,招商银行,混合型,20190129,中证800指数收益率*70%+中债综合财富(总值)指数收益率*20%+恒生指数收益率*10%
006013.OF,易方达鑫转招利A,易方达基金,招商银行,混合型,20190129,中债新综合指数收益率*60%+中证可转换债券指数收益率*20%+沪深300指数收益率*15%+金融机构人民币活期存款基准利率(税后)*5%
006452.OF,华富5年恒定久期国开债C,华富基金,浦发银行,债券型,20190128,中证5年恒定久期国开债指数收益率
006680.OF,广发道琼斯美国石油C美元现汇,广发基金,中国银行,股票型,20190128,人民币计价的道琼斯美国石油开发与生产指数收益率*95%+人民币活期存款收益率(税后)*5%
006679.OF,广发道琼斯美国石油A美元现汇,广发基金,中国银行,股票型,20190128,人民币计价的道琼斯美国石油开发与生产指数收益率*95%+人民币活期存款收益率(税后)*5%
006841.OF,嘉实致享纯债,嘉实基金,兴业银行,债券型,20190128,中债总全价指数收益率
006451.OF,华富5年恒定久期国开债A,华富基金,浦发银行,债券型,20190128,中证5年恒定久期国开债指数收益率
004955.OF,中银证券中高等级C,中银证券,中国农业银行,债券型,20190125,中债综合全价指数收益率
006528.OF,富国优质发展C,富国基金,中国民生银行,混合型,20190125,沪深300指数收益率*60%+中债综合全价指数收益率*40%
004954.OF,中银证券中高等级A,中银证券,中国农业银行,债券型,20190125,中债综合全价指数收益率
006776.OF,华夏鼎略A,华夏基金,交通银行,债券型,20190125,中债综合指数收益率
006936.OF,华安安盛3个月定开,华安基金,浙商银行,债券型,20190125,中债综合全价指数收益率
006270.OF,汇安核心成长A,汇安基金,中国银行,混合型,20190125,沪深300指数收益率*60%+上证国债指数收益率*40%
006271.OF,汇安核心成长C,汇安基金,中国银行,混合型,20190125,沪深300指数收益率*60%+上证国债指数收益率*40%
006631.OF,鑫元臻利A,鑫元基金,中国光大银行,债券型,20190125,中证全债指数收益率
006632.OF,鑫元臻利C,鑫元基金,中国光大银行,债券型,20190125,中证全债指数收益率
006580.OF,兴全安泰平衡养老(FOF),兴证全球基金,招商银行,混合型,20190125,中证偏股型基金指数收益率*50%+中债综合(全价)指数收益率*50%
006773.OF,国寿安保尊荣中短债A,国寿安保基金,中国民生银行,债券型,20190125,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%
005350.OF,诺德短债A,诺德基金,招商证券,债券型,20190125,中债综合财富(1年以下)指数收益率
006527.OF,富国优质发展A,富国基金,中国民生银行,混合型,20190125,沪深300指数收益率*60%+中债综合全价指数收益率*40%
006281.OF,万家人工智能A,万家基金,中国建设银行,混合型,20190125,中证800指数收益率*65%+上证国债指数收益率*35%
006774.OF,国寿安保尊荣中短债C,国寿安保基金,中国民生银行,债券型,20190125,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%
006777.OF,华夏鼎略C,华夏基金,交通银行,债券型,20190125,中债综合指数收益率
006736.OF,国投瑞银先进制造,国投瑞银基金,中国建设银行,混合型,20190125,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%
501069.SH,质量基金LOF,华宝基金,中国银行,股票型,20190124,标普中国A股质量价值指数收益率*95%+人民币银行活期存款利率(税后)*5%
006797.OF,嘉实中短债A,嘉实基金,招商银行,债券型,20190124,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%
006794.OF,交银稳鑫短债C,交银施罗德基金,招商银行,债券型,20190124,中债综合财富(1年以下)指数收益率
006798.OF,嘉实中短债C,嘉实基金,招商银行,债券型,20190124,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%
004632.OF,平安合意定期开放,平安基金,交通银行,债券型,20190124,中证全债指数收益率
006665.OF,华夏鼎康A,华夏基金,兴业银行,债券型,20190124,中债综合指数收益率
006901.OF,上银慧祥利A,上银基金,交通银行,债券型,20190124,中国债券综合指数收益率
006793.OF,交银稳鑫短债A,交银施罗德基金,招商银行,债券型,20190124,中债综合财富(1年以下)指数收益率
006838.OF,鑫元荣利三个月定开,鑫元基金,中国光大银行,债券型,20190124,中证全债指数收益率
006666.OF,华夏鼎康C,华夏基金,兴业银行,债券型,20190124,中债综合指数收益率
